"#","Last Change Type","Chg Info","","Zip Code","Stat","Address","Unit Number","Current Price","BldgDes","Sub","Approx Liv Area","Beds Total","Baths Total","Garage","Pv Pool","Spa","Year Built","Actual Close Date","DOM"
"1","New Listing","NEW","2765645","89138","A-ER","11410 Lily Rock DR","","$2,700,000","2STORY","SFR","4,238","4","5","3","Y","Y","2020","","0"
"1","New Listing","NEW","2765466","89166","A-ER","8902 Grabill Spruce ST","","$375,405","2STORY","TWH","1,531","3","3","2","N","N","2026","","0"
"1","New Listing","NEW","2765699","89166","A-EA","8144 Skye Dragon ST","","$509,000","1STORY","SFR","1,749","2","3","2","N","Y","2020","","1"
"1","New Listing","NEW","2764916","89086","A-ER","6936 Skyline Blue ST","","$330,000","3STORY","TWH","1,325","3","3","1","N","N","2022","","0"
"1","New Listing","NEW","2765664","89008","A-ER","370 Main ST","","$188,800","1STORY","SFR","920","2","2","0","N","N","1929","","0"
"1","New Listing","NEW","2764751","89121","A-ER","4870 West Montara CIR","","$430,000","2STORY","SFR","1,965","3","3","2","N","N","1974","","0"
"1","New Listing","NEW","2765134","89138","A-ER","11569 Earth Stone AVE","","$665,000","3STORY","SFR","1,857","3","4","2","N","N","2023","","0"
"1","New Listing","NEW","2765074","89086","A-EA","2620 Timid Tiger AVE","","$450,000","2STORY","SFR","2,442","4","3","2","N","N","2007","","0"
"1","New Listing","NEW","2765690","89122","A-ER","5071 Blanton DR","","$459,900","1STORY","SFR","1,865","4","2","2","N","N","2025","","0"
"1","New Listing","NEW","2763195","89139","A-ER","8231 Golden Flowers ST","","$355,000","2STORY","SFR","1,362","2","3","1","N","Y","2005","","0"
"1","New Listing","NEW","2763757","89029","A-ER","1204 Golf Club","","$315,000","1STORY","SFR","1,450","2","2","3","N","N","2000","","0"
"1","New Listing","NEW","2765687","89084","A-ER","4212 Hawks Glide AVE","","$619,999","2STORY","SFR","3,226","4","4","3","N","N","2012","","0"
"1","New Listing","NEW","2765630","89118","A-ER","5358 Poker Flat LN","","$380,000","2STORY","SFR","1,468","3","3","2","N","N","1997","","0"
"1","New Listing","NEW","2765455","89156","A-ER","2866 Galena Peak LN","","$335,000","1STORY","SFR","1,404","2","2","2","N","N","1996","","0"
"1","New Listing","NEW","2763864","89131","A-ER","7852 Evening Shadows AVE","","$550,000","2STORY","SFR","2,612","3","4","2","Y","N","2004","","0"
"1","New Listing","NEW","2765376","89149","A-ER","8912 Nautilus Vista CT","","$419,900","2STORY","SFR","1,721","3","3","2","N","N","2005","","0"
"1","New Listing","NEW","2765559","89081","A-ER","3009 Red Imp AVE","","$449,900","1STORY","SFR","1,952","4","2","2","N","N","2007","","0"
"1","New Listing","NEW","2765224","89011","A-ER","541 Preston Crest ST","","$500,000","2STORY","SFR","2,276","4","3","2","N","N","2025","","0"
"1","New Listing","NEW","2765672","89048","A-ER","720 East Huyana WInd DR","","$314,990","1STORY","SFR","1,543","3","2","1","N","N","2026","","0"
"1","New Listing","NEW","2765334","89148","A-ER","178 Castle Course AVE","","$569,900","2STORY","SFR","2,668","4","3","2","N","N","2008","","0"
"1","New Listing","NEW","2764654","89135","A-ER","2699 Ivoryhill ST","","$849,000","1STORY,1LEVEL","SFR","2,815","4","3","2","Y","Y","2001","","0"
"1","New Listing","NEW","2765533","89166","A-ER","10441 Terra Landings AVE","","$1,099,000","2STORY","SFR","3,481","5","5","2","N","N","2023","","0"
"1","New Listing","NEW","2764417","89149","A-ER","5436 Escallonia ST","","$559,000","1STORY","SFR","1,977","3","2","2","Y","Y","1995","","0"
"1","New Listing","NEW","2758002","89014","A-ER","2063 Waverly CIR","","$415,000","2STORY","SFR","1,470","3","3","2","Y","N","1988","","0"
"1","New Listing","NEW","2758161","89141","A-ER","4458 Via Bianca AVE","","$800,000","1STORY","SFR","3,025","4","4","3","Y","Y","2002","","0"
"1","New Listing","NEW","2758337","89060","A-ER","710 Bunarch RD","","$360,000","1STORY,MANUFCT","MAN","1,958","3","2","3","N","N","1995","","0"
"1","New Listing","NEW","2758991","89148","A-ER","202 Augusta Course AVE","","$599,990","2STORY","SFR","2,668","4","3","2","N","N","2009","","0"
"1","New Listing","NEW","2760098","89044","A-ER","2625 Rue Montpellier AVE","","$554,900","1STORY","SFR","1,928","3","2","2","N","N","2006","","0"
"1","New Listing","NEW","2761604","89148","A-ER","5900 Wellington Peak RD","","$544,900","2STORY","SFR","2,377","4","3","2","N","N","2017","","0"
"1","New Listing","NEW","2762002","89134","A-ER","804 Dana Hills CT #102","102","$425,000","2STORY,1STFLR","CON","1,531","2","2","1","N","N","1998","","0"
"1","New Listing","NEW","2762499","89144","A-ER","10600 Austin Bluffs AVE","","$699,000","2STORY","SFR","2,391","4","3","3","Y","Y","1999","","0"
"1","New Listing","NEW","2762501","89138","A-ER","331 Wind Poppy ST","","$724,900","2STORY","SFR","2,107","4","3","2","N","N","2021","","0"
"1","New Listing","NEW","2763396","89012","A-ER","1494 Rancho Navarro ST","","$649,900","2STORY","SFR","2,439","4","3","2","Y","N","1999","","0"
"1","New Listing","NEW","2764221","89115","A-ER","4821 Valmark DR","","$335,000","2STORY","SFR","1,702","4","3","1","N","N","2015","","0"
"1","New Listing","NEW","2764263","89121","A-ER","2620 Batelli CT","","$450,000","1STORY","SFR","2,432","3","2","3","N","N","1993","","0"
"1","New Listing","NEW","2764695","89011","A-ER","363 Gracious WAY","","$540,000","3STORYPLUS","SFR","2,044","4","4","2","N","Y","2016","","0"
"1","New Listing","NEW","2765318","89101","A-ER","1913 Demetrius AVE","","$390,000","1STORY","SFR","1,669","5","3","0","N","N","1963","","0"
"1","New Listing","NEW","2765380","89123","A-ER","23 East Agate AVE #501","501","$229,000","3STORYPLUS","CON","786","1","1","0","N","N","2005","","0"
"1","New Listing","NEW","2765422","89121","A-ER","3555 Shelome CT","","$774,900","2STORY","SFR","3,242","5","5","2","Y","Y","1998","","0"
"1","New Listing","NEW","2765627","89144","A-ER","108 South Buteo Woods LN","","$950,000","1STORY,2LEVEL","SFR","2,875","2","3","3","N","N","2001","","0"
"1","New Listing","NEW","2765610","89135","A-ER","4634 Bersaglio ST","","$1,625,000","1STORY","SFR","2,345","2","3","3","N","N","2002","","0"
"1","New Listing","NEW","2765605","89146","A-ER","6353 Cobalt LN","","$425,000","1STORY","SFR","1,951","3","2","0","N","N","1989","","1"
"1","New Listing","NEW","2764747","89123","A-ER","931 Horsethief Ranch AVE","","$429,999","1STORY","SFR","1,266","3","2","2","N","N","1998","","5"
"1","New Listing","NEW","2765642","89178","A-ER","752 Looking Bear CT","","$480,000","2STORY","SFR","1,918","4","3","2","N","N","2014","","1"
"1","New Listing","NEW","2765652","89148","A-ER","9064 Dryland CT","","$375,000","2STORY","SFR","1,421","3","3","2","N","N","2004","","1"
"1","New Listing","NEW","2765536","89031","A-ER","4538 Dusty Trail ST","","$780,000","2STORY","SFR","1,894","3","3","2","Y","N","1989","","1"
"1","New Listing","NEW","2765646","89084","A-ER","7661 Broadwing DR","","$455,000","1STORY","SFR","1,718","3","2","2","N","N","2004","","1"
"1","New Listing","NEW","2765379","89122","A-ER","5568 Aldama RD","","$239,000","1STORY","MAN","1,344","2","2","0","N","N","1982","","1"
"1","New Listing","NEW","2761637","89129","A-ER","3544 Desert Cliff ST #102","102","$285,000","1STORY","CON","1,223","3","2","0","N","N","2004","","1"
"1","New Listing","NEW","2765401","89119","A-ER","4425 Woodpine DR #105","105","$280,000","2STORY","CON","1,349","2","3","0","N","N","1987","","1"
"1","New Listing","NEW","2765278","89113","A-ER","7147 South Durango DR #309","309","$275,000","3STORY","CON","943","2","2","1","N","N","2002","","1"
"1","New Listing","NEW","2765280","89113","A-EA","7167 South Durango DR #206","206","$265,000","3STORY","CON","943","2","2","0","N","N","2002","","1"
"1","New Listing","NEW","2765577","89044","A-ER","3046 Tara Murphy DR","","$455,000","1STORY","SFR","1,928","3","2","2","N","N","2004","","1"
"1","New Listing","NEW","2765332","89134","A-ER","9912 Rosamond DR","","$475,000","1STORY","SFR","1,653","2","2","2","N","N","1993","","1"
"1","New Listing","NEW","2765024","89149","A-ER","9141 Parapet AVE","","$319,000","2STORY","SFR","1,205","2","3","1","N","N","2006","","1"
"1","New Listing","NEW","2765620","89138","A-ER","737 Foreign Reef WAY","","$724,999","2STORY","SFR","1,835","3","3","2","N","N","2020","","1"
"1","New Listing","NEW","2764802","89141","A-ER","7 Chalk Hill CT","","$5,999,000","1STORY","SFR","8,590","4","5","4","Y","Y","2008","","3"
"1","New Listing","NEW","2764353","89015","A-ER","200 Elm ST","","$310,000","1STORY","SFR","1,078","3","2","0","N","N","1971","","1"
"1","New Listing","NEW","2765600","89131","A-ER","8012 Baltimore Ohio CT","","$474,999","2STORY","SFR","2,310","4","3","2","N","N","2013","","2"
"1","New Listing","NEW","2764551","89135","A-ER","14 Promontory Ridge DR","","$11,900,000","3STORY,BASEMNT","SFR","12,345","6","10","5","Y","Y","2005","","1"
"1","New Listing","NEW","2765489","89032","A-ER","3620 Asiago CT","","$398,000","2STORY","SFR","1,786","4","3","2","N","N","2005","","1"
"1","New Listing","NEW","2764817","89135","A-ER","2960 American River LN","","$2,499,950","1STORY","SFR","4,250","5","5","3","Y","Y","2006","","1"
"1","New Listing","NEW","2765396","89074","A-ER","188 Bethany ST","","$925,000","2STORY","SFR","3,474","4","4","3","Y","Y","1990","","1"
"1","New Listing","NEW","2765551","89048","A-ER","1921 Jacaranda ST","","$355,000","1STORY","SFR","1,580","3","3","2","N","N","2026","","1"
"1","New Listing","NEW","2765465","89113","A-ER","7764 Corte Bianca CT","","$635,000","3STORYPLUS","SFR","2,448","4","4","1","N","N","2021","","3"
"1","New Listing","NEW","2765595","89119","A-ER","1676 Jupiter CT #A","A","$214,995","2STORY","CON","980","2","2","0","N","N","1979","","1"
"1","New Listing","NEW","2761883","89011","A-ER","12 Via Ravello","","$850,000","1STORY","SFR","1,972","3","4","2","Y","Y","2005","","1"
"1","New Listing","NEW","2764792","89129","A-ER","8640 Copper Ridge AVE","","$599,999","2STORY,TRILEVL","SFR","2,155","4","3","3","Y","N","1996","","1"
"1","New Listing","NEW","2763046","89011","A-ER","545 Sunny Pointe ST","","$539,000","2STORY","SFR","2,318","5","3","2","N","N","2022","","1"
"1","New Listing","NEW","2765590","89146","A-ER","3447 Red Rock ST","","$839,995","1STORY","SFR","2,696","5","3","2","Y","N","1976","","1"
"1","New Listing","NEW","2765586","89113","A-ER","8200 Horseshoe Bend LN","","$1,149,995","2STORY","SFR","2,500","3","3","2","N","N","1990","","1"
"1","New Listing","NEW","2765508","89108","A-ER","6229 Blossomwood AVE","","$399,000","1STORY","SFR","1,848","4","2","2","N","N","1987","","1"
"1","New Listing","NEW","2765136","89128","A-ER","1729 Tesara Vista PL","","$799,900","2STORY","SFR","2,806","4","3","3","Y","Y","1996","","1"
"1","New Listing","NEW","2765553","89139","A-ER","6491 Bright Nimbus AVE","","$1,199,999","2STORY","SFR","4,775","5","3","3","Y","N","2003","","1"
"1","New Listing","NEW","2765275","89011","A-ER","115 Destiny Orchard CT","","$524,900","2STORY","SFR","1,783","3","3","2","N","N","2022","","1"
"1","New Listing","NEW","2765149","89183","A-ER","2821 Montage Sun RD #4","4","$383,500","3STORY","TWH","1,885","3","3","2","N","N","2021","","2"
"1","New Listing","NEW","2765301","89135","A-ER","2435 Carnegie Hall ST","","$545,000","2STORY","SFR","2,062","3","3","2","N","N","2003","","1"
"1","New Listing","NEW","2765302","89031","A-ER","5757 Jaysin Douglas ST","","$385,000","2STORY","SFR","1,485","3","3","2","N","N","2021","","1"
"1","New Listing","NEW","2764841","89145","A-ER","801 Aquitaine CT","","$1,630,000","1STORY","SFR","3,502","3","4","3","N","N","1999","","1"
"1","New Listing","NEW","2765573","89123","A-ER","1066 Aspen Valley AVE","","$700,000","2STORY","SFR","3,247","5","3","3","Y","Y","1998","","1"
"1","New Listing","NEW","2765570","89138","A-ER","712 Tandoori LN","","$1,525,000","2STORY","SFR","3,746","3","4","3","Y","Y","2006","","1"
"1","New Listing","NEW","2760625","89130","A-ER","4552 Savin CIR","","$350,000","1STORY","SFR","1,244","3","2","2","N","N","1996","","1"
"1","New Listing","NEW","2765556","89156","A-ER","6940 Canary Ivy WAY","","$315,000","3STORY","SFR","1,464","3","4","2","N","N","2006","","1"
"1","New Listing","NEW","2765563","89141","A-ER","5255 Peak Rock CT","","$475,000","2STORY","SFR","1,851","3","3","2","N","N","2023","","1"
"1","New Listing","NEW","2765540","89130","A-ER","5816 Emperor WAY","","$390,000","2STORY","SFR","2,209","4","3","3","N","N","1996","","1"
"1","New Listing","NEW","2764668","89138","A-ER","1589 Crowned Eagle ST","","$700,000","2STORY","SFR","2,460","5","3","2","N","N","2023","","1"
"1","New Listing","NEW","2765190","89134","A-ER","9216 January DR","","$449,900","1STORY","TWH","1,749","2","2","2","N","N","1993","","1"
"1","New Listing","NEW","2764533","89014","A-ER","2398 Pickwick DR","","$299,000","1STORY","TWH","1,085","2","2","1","N","N","1985","","1"
"1","New Listing","NEW","2763885","89012","A-ER","1477 Summer Glow AVE","","$400,000","2STORY","SFR","1,408","3","3","2","N","N","2000","","1"
"1","New Listing","NEW","2765126","89029","A-ER","2008 Mesquite LN #105","105","$150,000","3STORY","CON","1,194","3","2","0","N","N","1989","","2"
"1","New Listing","NEW","2765461","89074","A-ER","112 Quiet Desert LN","","$350,000","1STORY","SFR","1,135","2","2","2","N","N","1990","","1"
"1","New Listing","NEW","2765434","89139","A-ER","4290 West Ford AVE","","$4,800,000","1STORY","SFR","6,119","4","6","4","Y","Y","2025","","1"
"1","New Listing","NEW","2765542","89106","A-ER","1708 Ferrell ST","","$274,900","1STORY","SFR","1,214","4","1","0","N","N","1958","","3"
"1","New Listing","NEW","2764275","89108","A-ER","2128 Chertsey DR #C","C","$214,900","1STORY","TWH","728","2","2","0","N","N","1989","","6"
"1","New Listing","NEW","2765532","89142","A-ER","2969 Juniper Hills BLVD #103","103","$175,000","2STORY","CON","891","2","2","0","N","N","1987","","1"
"1","New Listing","NEW","2765231","89117","A-ER","2641 South Durango DR #201","201","$298,000","2STORY","CON","1,234","3","2","1","N","N","1990","","2"
"1","New Listing","NEW","2765518","89183","A-ER","10245 South Maryland PKWY #133","133","$258,980","2STORY","CON","1,053","2","2","0","N","N","2002","","1"
"1","New Listing","NEW","2763926","89081","A-ER","6324 Gulf Waters ST","","$425,000","2STORY","SFR","1,878","3","3","2","N","N","2019","","1"
"1","New Listing","NEW","2765443","89117","A-ER","1621 Amalfi CT","","$620,000","2STORY","SFR","2,172","4","3","3","Y","Y","1986","","1"
"1","New Listing","NEW","2765007","89015","A-ER","573 Beryl CT","","$465,000","1STORY","SFR","1,785","3","2","3","N","N","1997","","2"
"1","New Listing","NEW","2765227","89108","A-ER","1858 North Decatur BLVD #101","101","$215,000","2STORY","CON","945","2","2","0","N","N","1985","","1"
"1","New Listing","NEW","2765213","89120","A-ER","3189 Casanova CIR","","$845,000","1STORY","SFR","3,625","4","3","2","N","N","1979","","1"
"1","New Listing","NEW","2764585","89014","A-ER","1319 Shimmering Glen AVE","","$392,000","1STORY","SFR","1,188","2","2","2","N","N","1996","","1"
"1","New Listing","NEW","2765432","89146","A-ER","2254 Red Rock ST","","$890,000","1STORY","SFR","3,241","4","4","2","Y","N","1973","","1"
"1","New Listing","NEW","2765491","89117","A-ER","8649 Caribbean CT","","$455,000","2STORY","SFR","1,536","3","3","2","N","N","1986","","1"
"1","New Listing","NEW","2765405","89031","A-ER","4908 Wind Break LN","","$499,900","1STORY","SFR","1,716","4","3","3","Y","N","1993","","1"
"1","New Listing","NEW","2764984","89074","A-ER","2343 Villandry CT","","$2,200,000","2STORY","SFR","5,270","5","5","4","Y","Y","1993","","1"
"1","New Listing","NEW","2765468","89121","A-ER","4444 El Como WAY","","$470,000","1STORY,1HALFSTORY,2STORY","SFR","1,895","4","2","2","Y","N","1974","","1"
"1","New Listing","NEW","2765175","89146","A-ER","1404 Santa Margarita ST #D","D","$245,000","2STORY","CON","1,106","2","2","0","N","N","1984","","1"
"1","New Listing","NEW","2764982","89052","A-ER","1343 Panini DR","","$1,399,000","1STORY","SFR","2,916","4","3","2","Y","Y","2003","","1"
"1","New Listing","NEW","2765479","89015","A-ER","23 Magnesium ST","","$335,000","1STORY","SFR","650","3","2","0","N","N","1942","","2"
"1","New Listing","NEW","2764981","89135","A-ER","10480 Premia PL","","$1,650,000","1STORY","SFR","3,217","4","4","3","N","N","2005","","1"
"1","New Listing","NEW","2764977","89146","A-ER","2221 Mohawk ST","","$699,999","1STORY","SFR","2,384","4","2","3","N","N","1976","","1"
"1","New Listing","NEW","2765469","89148","A-ER","6289 Redstone Hills DR","","$950,000","2STORY,3STORY","SFR","2,800","4","4","2","N","N","2024","","1"
"1","New Listing","NEW","2765365","89052","A-ER","311 New River CIR","","$795,500","2STORY","SFR","3,395","4","4","3","Y","Y","1998","","1"
"1","New Listing","NEW","2765452","89084","A-ER","7641 Lily Trotter ST","","$344,500","1STORY","SFR","1,157","2","2","2","N","N","2003","","1"
"1","New Listing","NEW","2764807","89134","A-ER","8753 Sundial DR","","$530,000","1STORY","SFR","1,625","2","2","2","N","N","1990","","1"
"1","New Listing","NEW","2765447","89061","A-ER","5675 East La Campana DR","","$415,000","1STORY","SFR","1,988","3","2","2","N","N","2021","","1"
"1","New Listing","NEW","2764179","89149","A-ER","7252 Vista Bonita DR","","$284,900","2STORY","TWH","1,577","3","3","2","N","N","1995","","1"
"1","New Listing","NEW","2765444","89074","A-ER","1145 LIGHT SKY AVE","","$469,900","1STORY","SFR","1,422","3","2","3","N","N","1998","","1"
"1","New Listing","NEW","2765430","89014","A-ER","2120 Ramrod AVE #417","417","$183,000","2STORY","CON","687","1","1","0","N","N","1993","","1"
"1","New Listing","NEW","2765314","89044","A-ER","3766 Via Gennaro","","$499,000","2STORY","SFR","1,830","3","3","2","N","N","2023","","1"
"1","New Listing","NEW","2764866","89012","A-ER","10 Sanctuary Peak CT","","$6,195,000","1STORY","SFR","5,601","4","5","4","Y","Y","2026","","1"
"1","New Listing","NEW","2765039","89115","A-ER","4052 Rocky Beach DR","","$324,990","2STORY","SFR","1,435","3","3","2","N","N","2005","","1"
"1","New Listing","NEW","2763576","89103","A-ER","4008 Spitze DR","","$619,999","2STORY","SFR","2,150","4","3","2","Y","N","1980","","1"
"1","New Listing","NEW","2765145","89143","A-ER","9608 Sandlot LN","","$999,999","1STORY","SFR","2,355","3","3","3","Y","N","2025","","1"
"1","New Listing","NEW","2765429","89061","A-ER","3607 East Marathon DR","","$329,900","1STORY","SFR","1,753","3","2","2","N","N","2018","","1"
"1","New Listing","NEW","2764156","89108","A-ER","2404 Cherrywood ST","","$430,000","2STORY","SFR","1,676","3","3","1","N","N","1982","","1"
"1","New Listing","NEW","2764694","89122","A-ER","5365 Rod CT #203","203","$200,000","1STORY","CON","806","2","1","0","N","N","1988","","5"
"1","New Listing","NEW","2763712","89128","A-ER","1505 Faldo ST","","$275,000","3STORY","TWH","1,400","3","3","2","N","N","2002","","1"
"1","New Listing","NEW","2765343","89178","A-ER","8189 Rock Meadows DR","","$425,000","2STORY","SFR","1,608","3","3","2","N","N","2006","","1"
"1","New Listing","NEW","2764762","89106","A-ER","2122 Sleepy CT #2122","2122","$260,000","2STORY","TWH","1,120","3","2","0","N","N","2001","","3"
"1","New Listing","NEW","2763711","89128","A-ER","8401 Tiger Woods AVE","","$225,000","3STORY","TWH","1,260","2","3","2","N","N","2003","","1"
"1","New Listing","NEW","2763691","89128","A-ER","8431 Tiger Woods AVE","","$250,000","3STORY,3STORYPLUS","TWH","1,400","3","3","2","N","N","2003","","1"
"1","New Listing","NEW","2764269","89139","A-ER","6539 Netherseal AVE","","$385,000","2STORY","SFR","1,655","4","3","2","N","N","2004","","1"
"1","New Listing","NEW","2764316","89166","A-ER","10203 Abseil ST","","$590,000","2STORY","SFR","3,073","4","3","2","N","N","2024","","6"
"1","New Listing","NEW","2764042","89052","A-ER","2134 Colvin Run DR","","$445,000","1STORY","SFR","1,280","2","2","2","N","N","2002","","1"
"1","New Listing","NEW","2764233","89141","A-ER","5250 Sand Dollar AVE","","$365,000","1STORY","TWH","1,404","3","2","2","N","N","2010","","1"
"1","New Listing","NEW","2765266","89011","A-ER","1011 Via Calderia PL","","$515,000","1STORY","SFR","1,955","3","2","2","N","N","2007","","2"
"1","New Listing","NEW","2765415","89183","A-ER","2300 East Silverado Ranch BLVD #1096","1096","$230,000","2STORY","CON","960","2","2","0","N","N","1997","","1"
"1","New Listing","NEW","2765395","89166","A-ER","9425 Avior AVE","","$615,590","2STORY","SFR","2,565","4","4","2","N","N","2026","","4"
"1","New Listing","NEW","2765394","89108","A-ER","2341 Wooster CIR #B","B","$199,999","2STORY","CON","1,032","2","2","1","N","N","1972","","1"
"1","New Listing","NEW","2763258","89048","A-ER","674 East Kachina Moon CT","","$311,990","1STORY","SFR","1,543","3","2","1","N","N","2026","","1"
"1","New Listing","NEW","2765137","89115","A-ER","2521 Lincoln RD","","$525,000","1STORY","SFR","2,344","4","2","0","N","N","1971","","1"
"1","New Listing","NEW","2760870","89119","A-ER","5054 Spencer ST #B","B","$220,000","2STORY","CON","1,000","2","2","0","N","N","1982","","1"
"1","New Listing","NEW","2764740","89131","A-ER","7250 Orchard Harvest AVE","","$748,000","1STORY","SFR","3,043","4","3","3","N","N","2015","","1"
"1","New Listing","NEW","2765374","89103","A-ER","4577 Royal Ridge BLVD #131","131","$195,000","1STORY","MAN","980","2","1","0","N","N","1978","","1"
"1","New Listing","NEW","2765091","89178","A-ER","9565 Camelback Creek DR","","$750,000","1STORY","SFR","2,282","4","3","3","N","N","2023","","1"
"1","New Listing","NEW","2765340","89166","A-ER","9419 Avior AVE","","$589,950","2STORY","SFR","2,440","3","3","2","N","N","2026","","4"
"1","New Listing","NEW","2764797","89139","A-ER","5989 Banbury Heights WAY","","$399,000","2STORY","SFR","1,572","4","3","2","N","N","2003","","1"
"1","New Listing","NEW","2765253","89005","A-ER","700 Capri DR #33C","33C","$259,000","2STORY,3STORY","CON","1,148","2","2","1","N","N","1996","","1"
"1","New Listing","NEW","2765141","89179","A-ER","6942 Grand Junction AVE","","$494,000","2STORY","SFR","2,255","3","3","2","N","N","2006","","2"
"1","New Listing","NEW","2764452","89131","A-ER","8025 Radigan AVE","","$400,000","1STORY","SFR","1,610","3","2","2","N","N","1999","","1"
"1","New Listing","NEW","2765361","89134","A-ER","2535 Cog Hill LN","","$429,900","1STORY","TWH","1,296","2","2","2","N","N","1995","","2"
"1","New Listing","NEW","2765363","89131","A-ER","8614 Muirfield Village CT","","$539,000","1STORY","SFR","2,401","4","3","2","N","N","2005","","1"
"1","New Listing","NEW","2765347","89084","A-ER","1596 Foley Bay DR","","$339,900","2STORY","TWH","1,281","3","3","2","N","N","2024","","3"
"1","New Listing","NEW","2764871","89183","A-ER","10164 Tree Bark ST","","$339,000","2STORY","TWH","1,284","2","3","1","N","N","2002","","3"
"1","New Listing","NEW","2765353","89103","A-ER","6373 Churchfield BLVD","","$315,000","1STORY","SFR","1,202","3","2","2","N","N","1977","","1"
"1","New Listing","NEW","2764825","89011","A-ER","1089 Via Canale DR","","$468,000","1STORY","SFR","1,778","3","3","2","N","N","2005","","1"
"1","New Listing","NEW","2765375","89148","A-ER","6803 Regency Crest AVE","","$765,000","1STORY","SFR","1,637","2","2","2","N","N","2017","","1"
"1","New Listing","NEW","2765146","89148","A-ER","6128 Hays Cove CT","","$759,999","2STORY","SFR","2,776","4","3","3","Y","Y","2017","","1"
"1","New Listing","NEW","2765351","89118","A-ER","5225 West Reno AVE #210","210","$259,999","2STORY","CON","1,070","2","2","0","N","N","1994","","1"
"1","New Listing","NEW","2764235","89144","A-ER","416 Saint Andrews CT","","$4,900,000","2STORY,BASEMNT","SFR","8,858","5","7","4","Y","Y","2001","","3"
"1","New Listing","NEW","2762868","89015","A-ER","678 Anemone LN","","$347,000","2STORY","TWH","1,376","3","2","2","N","N","2023","","6"
"1","New Listing","NEW","2765034","89044","A-ER","2737 Tarbert ST","","$1,249,900","2STORY","SFR","5,005","4","5","3","Y","Y","2007","","1"
"1","New Listing","NEW","2765355","89130","A-ER","5633 Grizzly Summit Drive","","$657,950","1STORY","SFR","2,595","4","3","3","N","N","2026","","1"
"1","New Listing","NEW","2764925","89149","A-ER","4810 Sweetie CT","","$1,299,000","1STORY","SFR","3,494","4","3","3","Y","Y","2015","","2"
"1","New Listing","NEW","2765354","89029","A-ER","2064 Mesquite LN #101","101","$135,000","3STORY","CON","990","2","2","0","N","N","1989","","1"
"1","New Listing","NEW","2765041","89129","A-EA","3744 Enchanted Sky ST","","$399,990","3STORYPLUS","TWH","1,833","3","3","1","N","N","2022","","2"
"1","New Listing","NEW","2765287","89117","A-EA","8042 Earl Grey CT","","$535,000","2STORY","SFR","1,989","4","3","2","Y","Y","1999","","1"
"1","New Listing","NEW","2765322","89102","A-ER","4348 Tara AVE #D","D","$148,000","2STORY","CON","902","2","1","0","N","N","1982","","1"
"1","New Listing","NEW","2765022","89130","A-ER","5008 Glittering Star CT","","$419,900","2STORY","SFR","1,870","3","3","2","N","N","2001","","1"
"1","New Listing","NEW","2763963","89183","A-ER","308 Cantiga AVE","","$1,100,000","2STORY","SFR","3,896","5","4","3","N","N","2024","","1"
"1","New Listing","NEW","2764587","89005","A-ER","900 Fairway DR","","$875,000","1STORY,BASEMNT","SFR","3,448","5","3","3","Y","N","1980","","1"
